ident,DateTimeSim,POINT_X,POINT_Y,bearing
AWI876A,4/7/2021 11:21,-77.11628793,38.92748916,-15.1213294
DAL1437,4/7/2021 11:21,-77.88386684,39.45092104,-91.54248824
DAL1467,4/7/2021 11:21,-76.17961341,39.1921518,5.184047186
DAL1469,4/7/2021 11:21,-77.97674631,39.06681949,141.5602717
DAL151,4/7/2021 11:21,-77.11313799,38.92981223,-18.44316974
DAL1561,4/7/2021 11:21,-76.8600716,39.53996585,144.4163306
DAL1946,4/7/2021 11:21,-76.18611084,38.51909723,32.41236652
DAL2039,4/7/2021 11:21,-76.86955875,38.58770779,32.89381728
AAL1072,4/7/2021 11:21,-77.85463785,39.38316858,165.845538
AAL1202,4/7/2021 11:21,-77.11877942,38.92625559,-18.5935919
AAL1227,4/7/2021 11:21,-77.0976393,38.53774293,20.50621471
AAL1435,4/7/2021 11:21,-76.9396246,38.57605191,37.72835703
AAL1678,4/7/2021 11:21,-76.99249307,39.47919834,161.8575421
AAL1710,4/7/2021 11:21,-77.24015698,38.98333,-89.91171759
AAL1936,4/7/2021 11:21,-77.36508208,38.86997164,-163.6275099
AAL1970,4/7/2021 11:21,-76.88331614,38.59021761,35.06867371
AAL1992,4/7/2021 11:21,-76.38386871,39.46477187,163.2910121
AAL2019,4/7/2021 11:21,-77.61893647,38.58696625,-152.2738264
AAL2056,4/7/2021 11:21,-76.41614245,39.44288703,165.1597594
AAL2066,4/7/2021 11:21,-76.17425438,38.53214576,31.97746576
AAL2072,4/7/2021 11:21,-76.84331997,38.61242797,33.21059352
AAL2129,4/7/2021 11:21,-76.13113974,38.76030161,-79.68522211
AAL2149,4/7/2021 11:21,-77.10531129,38.92724388,-22.22853965
AAL2248,4/7/2021 11:21,-76.78716984,39.19354044,-16.53543497
AAL2262,4/7/2021 11:21,-77.56811878,39.52061484,152.719099
AAL2354,4/7/2021 11:21,-77.46563465,38.84567693,13.6700352
AAL324,4/7/2021 11:21,-77.11811913,38.92824863,-15.63667928
AAL327,4/7/2021 11:21,-78.0012777,39.07268404,142.4599104
AAY1622,4/7/2021 11:21,-76.82329232,38.62262841,29.24335624
AMX409,4/7/2021 11:21,-76.31560416,39.50979206,159.9968498
ASH6006,4/7/2021 11:21,-77.9095482,38.70759769,58.56877424
ASH6154,4/7/2021 11:21,-77.97006987,39.07675987,160.3477556
ASH6263,4/7/2021 11:21,-78.01335249,38.90243265,55.41573268
ASH6301,4/7/2021 11:21,-76.86609224,39.53784342,144.7423766
ASQ4103,4/7/2021 11:21,-76.27823285,38.67515047,20.7718674
ASQ4242,4/7/2021 11:21,-76.49300931,39.36561884,175.1996096
ASQ4255,4/7/2021 11:21,-76.56039966,38.86466636,24.52611574
ASQ4457,4/7/2021 11:21,-77.64734794,39.48255546,155.9540097
ASQ5132,4/7/2021 11:21,-76.98446916,39.48668175,159.8337345
ASQ5146,4/7/2021 11:21,-76.51472298,38.62135098,38.75427574
ASQ5209,4/7/2021 11:21,-76.33020849,38.5610586,40.89485917
ASQ5477,4/7/2021 11:21,-77.62934426,39.49130449,154.8015189
AWI3848,4/7/2021 11:21,-76.12705656,38.5808049,30.44616647
AWI3903,4/7/2021 11:21,-77.34952322,39.04912777,-13.81922725
AWI3982,4/7/2021 11:21,-77.42845027,38.82000233,-158.0433618
AWI4057,4/7/2021 11:21,-77.10914872,38.93328035,-20.77337991
AWI4121,4/7/2021 11:21,-77.12263465,38.9262018,-26.80691839
AWI876A,4/7/2021 11:21,-77.11799303,38.92960734,-15.03596145
DAL1437,4/7/2021 11:21,-77.88065424,39.45090639,-91.54161463
DAL1467,4/7/2021 11:21,-76.17745727,39.19399762,5.061995379
DAL1469,4/7/2021 11:21,-77.97369338,39.06604277,141.4553484
DAL151,4/7/2021 11:21,-77.11511067,38.93178475,-18.34768673
DAL1561,4/7/2021 11:21,-76.86296446,39.53888826,144.5221883
DAL1946,4/7/2021 11:21,-76.18421921,38.52112887,32.35646868
DAL2039,4/7/2021 11:21,-76.8675484,38.58966653,32.83126667
AAL1072,4/7/2021 11:21,-77.85749448,39.3820324,164.2937832
AAL1202,4/7/2021 11:21,-77.12030208,38.92845631,-13.04226882
AAL1227,4/7/2021 11:21,-77.09635107,38.54004495,20.45865538
AAL1435,4/7/2021 11:21,-76.93741625,38.57787603,37.6683494
AAL1678,4/7/2021 11:21,-76.99497589,39.47762465,161.9836462
AAL1710,4/7/2021 11:21,-77.24336963,38.98333,-89.91171786
AAL1936,4/7/2021 11:21,-77.36670911,38.86781482,-163.5490294
AAL1970,4/7/2021 11:21,-76.88120269,38.59210882,35.00610573
AAL1992,4/7/2021 11:21,-76.38633443,39.46318191,163.418568
AAL2019,4/7/2021 11:21,-77.62068879,38.58486145,-152.2133965
AAL2056,4/7/2021 11:21,-76.41860131,39.44129026,165.2897159
AAL2066,4/7/2021 11:21,-76.17236627,38.53417904,31.9204394
AAL2072,4/7/2021 11:21,-76.84125725,38.61435249,33.14561661
AAL2129,4/7/2021 11:21,-76.13433209,38.76058287,-79.68019725
AAL2149,4/7/2021 11:21,-77.10751986,38.92905888,-22.126828
AAL2248,4/7/2021 11:21,-76.79021938,39.19432374,-16.37558793
AAL2262,4/7/2021 11:21,-77.57084531,39.51930409,152.8391665
AAL2354,4/7/2021 11:21,-77.46461229,38.8480313,10.08154827
AAL324,4/7/2021 11:21,-77.11987005,38.93034404,-15.54943224
AAL327,4/7/2021 11:21,-77.99822581,39.07190493,142.3520225
AAY1622,4/7/2021 11:21,-76.82140542,38.62465981,29.17824359
AMX409,4/7/2021 11:21,-76.31805734,39.50819162,160.1178812
ASH6006,4/7/2021 11:21,-77.90658269,38.70856194,58.53028571
ASH6154,4/7/2021 11:21,-77.96742895,39.07533969,160.2162452
ASH6263,4/7/2021 11:21,-78.01029798,38.90320738,54.66941358
ASH6301,4/7/2021 11:21,-76.86898272,39.53676199,144.8495674
ASQ4103,4/7/2021 11:21,-76.27673142,38.6773678,20.71012606
ASQ4242,4/7/2021 11:21,-76.49481479,39.36356439,175.3019845
ASQ4255,4/7/2021 11:21,-76.55824843,38.86652421,24.43301391
ASQ4457,4/7/2021 11:21,-77.65008757,39.48126036,156.0824591
ASQ5132,4/7/2021 11:21,-76.98702884,39.48518338,159.9602476
ASQ5146,4/7/2021 11:21,-76.51240822,38.6230915,38.69072827
ASQ5209,4/7/2021 11:21,-76.32789147,38.56279875,40.8381756
ASQ5477,4/7/2021 11:21,-77.63209378,39.4900221,154.927861
AWI3848,4/7/2021 11:21,-76.12517434,38.58284013,30.38473002
AWI3903,4/7/2021 11:21,-77.35163541,39.05100768,-13.70827718
AWI3982,4/7/2021 11:21,-77.43032576,38.81797008,-158.0426309
AWI4057,4/7/2021 11:21,-77.1112895,38.9351437,-20.67246144
AWI4121,4/7/2021 11:21,-77.12507436,38.92782787,-26.70263125
AWI876A,4/7/2021 11:21,-77.11969813,38.93172544,-14.95057723
DAL1437,4/7/2021 11:21,-77.87744164,39.45089174,-91.54173099
DAL1467,4/7/2021 11:21,-76.17530113,39.19584339,4.9399004
DAL1469,4/7/2021 11:21,-77.97064045,39.06526604,141.3508388
DAL151,4/7/2021 11:21,-77.11708335,38.93375722,-18.25202876
DAL1561,4/7/2021 11:21,-76.86585733,39.53781065,144.6285151
DAL1946,4/7/2021 11:21,-76.18232758,38.52316045,32.30052102
DAL2039,4/7/2021 11:21,-76.86553805,38.59162521,32.7687897
AAL1072,4/7/2021 11:21,-77.86035111,39.3808962,164.4447742
AAL1202,4/7/2021 11:21,-77.12182475,38.93065696,-12.96470208
AAL1227,4/7/2021 11:21,-77.09508591,38.54235455,20.01354301
AAL1435,4/7/2021 11:21,-76.93520791,38.5797001,37.60789968
AAL1678,4/7/2021 11:21,-76.99745871,39.47605093,162.1098631
AAL1710,4/7/2021 11:21,-77.24658229,38.98333,-89.91171759
AAL1936,4/7/2021 11:21,-77.36833614,38.86565794,-163.4705917
AAL1970,4/7/2021 11:21,-76.87908924,38.59399997,34.94362931
AAL1992,4/7/2021 11:21,-76.38880015,39.46159192,163.5462317
AAL2019,4/7/2021 11:21,-77.62244111,38.58275659,-152.1532746
AAL2056,4/7/2021 11:21,-76.42106017,39.43969345,165.4199498
AAL2066,4/7/2021 11:21,-76.17047816,38.53621225,31.86348772
AAL2072,4/7/2021 11:21,-76.83919452,38.61627695,33.08083535
AAL2129,4/7/2021 11:21,-76.13752443,38.76086413,-79.67510439
AAL2149,4/7/2021 11:21,-77.10972844,38.93087384,-22.02499095
AAL2248,4/7/2021 11:21,-76.79326891,39.19510703,-16.21536364
AAL2262,4/7/2021 11:21,-77.57357184,39.51799332,152.9593528
AAL2354,4/7/2021 11:21,-77.46397728,38.85048395,6.018634306
AAL324,4/7/2021 11:21,-77.12162096,38.93243938,-15.46201619
AAL327,4/7/2021 11:21,-77.99517392,39.0711258,142.2451731
AAY1622,4/7/2021 11:21,-76.81951852,38.62669115,29.11306611
AMX409,4/7/2021 11:21,-76.32051052,39.50659115,160.2390276
ASH6006,4/7/2021 11:21,-77.90361719,38.70952618,58.49133765
ASH6154,4/7/2021 11:21,-77.96478804,39.07391947,160.0853842
ASH6263,4/7/2021 11:21,-78.00724419,38.90398385,54.54783636
ASH6301,4/7/2021 11:21,-76.8718732,39.53568056,144.9563211
ASQ4103,4/7/2021 11:21,-76.27522999,38.67958506,20.64823922
ASQ4242,4/7/2021 11:21,-76.49662027,39.36150988,175.4044331
ASQ4255,4/7/2021 11:21,-76.55609721,38.86838202,24.3393802
ASQ4457,4/7/2021 11:21,-77.65282721,39.47996525,156.2107925
ASQ5132,4/7/2021 11:21,-76.98958851,39.48368497,160.087272
ASQ5146,4/7/2021 11:21,-76.51009346,38.62483199,38.62669969
ASQ5209,4/7/2021 11:21,-76.32557446,38.56453885,40.78106281
ASQ5477,4/7/2021 11:21,-77.6348433,39.48873969,155.0543266
AWI3848,4/7/2021 11:21,-76.12329211,38.5848753,30.32349988
AWI3903,4/7/2021 11:21,-77.35374759,39.05288755,-13.59697702
AWI3982,4/7/2021 11:21,-77.43217723,38.81592442,-158.3444471
AWI4057,4/7/2021 11:21,-77.11343029,38.93700699,-20.57172066
AWI4121,4/7/2021 11:21,-77.12751407,38.9294539,-26.59808897
AWI876A,4/7/2021 11:21,-77.12140322,38.93384349,-14.86477185
DAL1437,4/7/2021 11:21,-77.87422904,39.45087708,-91.54283765
DAL1467,4/7/2021 11:21,-76.17314498,39.19768911,4.817762051
DAL1469,4/7/2021 11:21,-77.96758752,39.0644893,141.2466505
DAL151,4/7/2021 11:21,-77.11905603,38.93572963,-18.15628281
DAL1561,4/7/2021 11:21,-76.86875019,39.53673303,144.7350886
DAL1946,4/7/2021 11:21,-76.18043595,38.52519197,32.24439581
DAL2039,4/7/2021 11:21,-76.8635277,38.59358384,32.70598971
AAL1072,4/7/2021 11:21,-77.86320774,39.37975998,164.5960046
AAL1202,4/7/2021 11:21,-77.12334742,38.93285754,-12.88694091
AAL1227,4/7/2021 11:21,-77.09386269,38.54467802,19.24671011
AAL1435,4/7/2021 11:21,-76.93299956,38.58152413,37.54735672
AAL1678,4/7/2021 11:21,-76.99994153,39.47447717,162.2364061
AAL1710,4/7/2021 11:21,-77.24979494,38.98333,-89.91171786
AAL1936,4/7/2021 11:21,-77.36996318,38.86350099,-163.3922683
AAL1970,4/7/2021 11:21,-76.87697579,38.59589107,34.88081699
AAL1992,4/7/2021 11:21,-76.39126587,39.4600019,163.6741012
AAL2019,4/7/2021 11:21,-77.62419343,38.58065167,-152.0933257
AAL2056,4/7/2021 11:21,-76.42351904,39.43809661,165.5502271
AAL2066,4/7/2021 11:21,-76.16859006,38.53824541,31.80596879
AAL2072,4/7/2021 11:21,-76.83713179,38.61820136,33.01559576
AAL2129,4/7/2021 11:21,-76.14071677,38.76114539,-79.67003696
AAL2149,4/7/2021 11:21,-77.11193701,38.93268874,-21.92297827
AAL2248,4/7/2021 11:21,-76.79631844,39.19589031,-16.05491631
AAL2262,4/7/2021 11:21,-77.57629837,39.51668252,153.0800131
AAL2354,4/7/2021 11:21,-77.46334227,38.85293651,5.985970933
AAL324,4/7/2021 11:21,-77.12337188,38.93453467,-15.37448617
AAL327,4/7/2021 11:21,-77.99212203,39.07034667,142.1379394
AAY1622,4/7/2021 11:21,-76.81763162,38.62872244,29.04758352
AMX409,4/7/2021 11:21,-76.3229637,39.50499064,160.3605175
ASH6006,4/7/2021 11:21,-77.90065168,38.71049041,58.45245071
ASH6154,4/7/2021 11:21,-77.96214713,39.07249923,159.9544522
ASH6263,4/7/2021 11:21,-78.00419041,38.90476031,54.49325164
ASH6301,4/7/2021 11:21,-76.87476368,39.5345991,145.0641352
ASQ4103,4/7/2021 11:21,-76.27372856,38.68180226,20.58612171
ASQ4242,4/7/2021 11:21,-76.49842575,39.35945531,175.5069278
ASQ4255,4/7/2021 11:21,-76.55394599,38.87023977,24.24586368
ASQ4457,4/7/2021 11:21,-77.65556684,39.4786701,156.3400601
ASQ5132,4/7/2021 11:21,-76.99214818,39.48218653,160.2143444
ASQ5146,4/7/2021 11:21,-76.5077787,38.62657243,38.56279225
ASQ5209,4/7/2021 11:21,-76.32325744,38.56627892,40.72368291
ASQ5477,4/7/2021 11:21,-77.63759283,39.48745726,155.181008
AWI3848,4/7/2021 11:21,-76.12140989,38.58691042,30.26169965
AWI3903,4/7/2021 11:21,-77.35585978,39.05476736,-13.48578651
AWI3982,4/7/2021 11:21,-77.43402871,38.81387871,-158.2625074
AWI4057,4/7/2021 11:21,-77.11557107,38.93887024,-20.47039902
AWI4121,4/7/2021 11:21,-77.12995377,38.9310799,-26.49305675
AWI876A,4/7/2021 11:21,-77.12310832,38.93596147,-14.77913319
DAL1437,4/7/2021 11:21,-77.87101644,39.45086243,-91.54196385
DAL1467,4/7/2021 11:21,-76.17098884,39.19953479,4.695489119
DAL1469,4/7/2021 11:21,-77.96453459,39.06371256,141.1424233
DAL151,4/7/2021 11:21,-77.12102871,38.93770198,-18.06036262
DAL1561,4/7/2021 11:21,-76.87164305,39.53565538,144.8423826
DAL1946,4/7/2021 11:21,-76.17854433,38.52722344,32.18782904
DAL2039,4/7/2021 11:21,-76.86151735,38.59554242,32.64299969
AAL1072,4/7/2021 11:21,-77.86606437,39.37862374,164.7474728
AAL1202,4/7/2021 11:21,-77.12487008,38.93505805,-12.80898716
AAL1227,4/7/2021 11:21,-77.09263947,38.54700141,19.20052282
AAL1435,4/7/2021 11:21,-76.93079121,38.58334811,37.48664811
AAL1678,4/7/2021 11:21,-77.00242435,39.47290338,162.3630612
AAL1710,4/7/2021 11:21,-77.2530076,38.98333,-89.91171759
AAL1936,4/7/2021 11:21,-77.37159021,38.86134397,-163.314277
AAL1970,4/7/2021 11:21,-76.87486234,38.59778212,34.81781076
AAL1992,4/7/2021 11:21,-76.39373158,39.45841183,163.8024323
AAL2019,4/7/2021 11:21,-77.62594574,38.57854669,-152.0336854
AAL2056,4/7/2021 11:21,-76.4259779,39.43649972,165.6809771
AAL2066,4/7/2021 11:21,-76.16670195,38.54027851,31.74866896
AAL2072,4/7/2021 11:21,-76.83506906,38.62012572,32.95016086
AAL2129,4/7/2021 11:21,-76.14390911,38.76142665,-79.66496381
AAL2149,4/7/2021 11:21,-77.11414558,38.9345036,-21.82062154
AAL2248,4/7/2021 11:21,-76.79937823,39.19664711,-16.47822738
AAL2262,4/7/2021 11:21,-77.5790249,39.5153717,153.200793
AAL2354,4/7/2021 11:21,-77.46270726,38.855389,5.953218244
AAL324,4/7/2021 11:21,-77.12512279,38.93662989,-15.28678848
AAL327,4/7/2021 11:21,-77.98907015,39.06956753,142.0314798
AAY1622,4/7/2021 11:21,-76.81574472,38.63075366,28.9821554
AMX409,4/7/2021 11:21,-76.32541688,39.50339009,160.4822356
ASH6006,4/7/2021 11:21,-77.89768617,38.71145462,58.41363234
ASH6154,4/7/2021 11:21,-77.95950621,39.07107895,159.8239656
ASH6263,4/7/2021 11:21,-78.00113663,38.90553677,54.43824307
ASH6301,4/7/2021 11:21,-76.8776471,39.53350651,145.512189
ASQ4103,4/7/2021 11:21,-76.27222713,38.68401938,20.52402937
ASQ4242,4/7/2021 11:21,-76.50023122,39.35740068,175.6094917
ASQ4255,4/7/2021 11:21,-76.55179477,38.87209748,24.15190095
ASQ4457,4/7/2021 11:21,-77.65830648,39.47737494,156.4689737
ASQ5132,4/7/2021 11:21,-76.99470785,39.48068806,160.3416591
ASQ5146,4/7/2021 11:21,-76.50546394,38.62831282,38.49868454
ASQ5209,4/7/2021 11:21,-76.32094042,38.56801894,40.66632061
ASQ5477,4/7/2021 11:21,-77.64034235,39.4861748,155.3083131
AWI3848,4/7/2021 11:21,-76.11952766,38.58894547,30.20022718
AWI3903,4/7/2021 11:21,-77.35797196,39.05664712,-13.37425025
AWI3982,4/7/2021 11:21,-77.43588018,38.81183293,-158.1811507
AWI4057,4/7/2021 11:21,-77.11771186,38.94073344,-20.36915207
AWI4121,4/7/2021 11:21,-77.13239348,38.93270586,-26.38809789
AWI876A,4/7/2021 11:21,-77.12481342,38.93807939,-14.69321035
DAL1437,4/7/2021 11:21,-77.86780384,39.45084777,-91.5430707
DAL1467,4/7/2021 11:21,-76.1688327,39.20138041,4.573227093
DAL1469,4/7/2021 11:21,-77.96148167,39.0629358,141.0393283
DAL151,4/7/2021 11:21,-77.1230014,38.93967428,-17.96426817
DAL1561,4/7/2021 11:21,-76.87453592,39.53457772,144.9493951
DAL1946,4/7/2021 11:21,-76.1766527,38.52925485,32.13148441
DAL2039,4/7/2021 11:21,-76.859507,38.59750094,32.5799524
AAL1072,4/7/2021 11:21,-77.868921,39.37748749,164.8990489
AAL1202,4/7/2021 11:21,-77.12639275,38.9372585,-12.73102901
AAL1227,4/7/2021 11:21,-77.09141624,38.54932473,19.15428045
AAL1435,4/7/2021 11:21,-76.92858287,38.58517204,37.42562197
AAL1678,4/7/2021 11:21,-77.00490717,39.47132955,162.4900391
AAL1710,4/7/2021 11:21,-77.25622025,38.98333,-89.91171786
AAL1936,4/7/2021 11:21,-77.37321724,38.85918689,-163.2362556
AAL1970,4/7/2021 11:21,-76.87274889,38.59967313,34.75446817
AAL1992,4/7/2021 11:21,-76.3961973,39.45682173,163.9306483
AAL2019,4/7/2021 11:21,-77.62769806,38.57644164,-151.9740598
AAL2056,4/7/2021 11:21,-76.42843676,39.4349028,165.8116828
AAL2066,4/7/2021 11:21,-76.16481384,38.54231155,31.69105438
AAL2072,4/7/2021 11:21,-76.83300633,38.62205003,32.88453041
AAL2129,4/7/2021 11:21,-76.14710146,38.7617079,-79.66027326
AAL2149,4/7/2021 11:21,-77.11635416,38.93631841,-21.71824859
AAL2248,4/7/2021 11:21,-76.8024801,39.19729531,-19.13608372
AAL2262,4/7/2021 11:21,-77.58175133,39.51406074,153.3248249
AAL2354,4/7/2021 11:21,-77.46207226,38.85784139,5.920404906
AAL324,4/7/2021 11:21,-77.12687371,38.93872504,-15.19911678
AAL327,4/7/2021 11:21,-77.98601826,39.06878838,141.9251633
AAY1622,4/7/2021 11:21,-76.81385782,38.63278483,28.91630261
AMX409,4/7/2021 11:21,-76.32787006,39.5017895,160.6041811
ASH6006,4/7/2021 11:21,-77.89472066,38.71241883,58.37417329
ASH6154,4/7/2021 11:21,-77.95686094,39.06966359,159.5980894
ASH6263,4/7/2021 11:21,-77.99808284,38.90631321,54.38385691
ASH6301,4/7/2021 11:21,-76.88052731,39.53240884,145.7742816
ASQ4103,4/7/2021 11:21,-76.2707257,38.68623644,20.46162207
ASQ4242,4/7/2021 11:21,-76.5020367,39.35534599,175.7120512
ASQ4255,4/7/2021 11:21,-76.54964354,38.87395513,24.0580533
ASQ4457,4/7/2021 11:21,-77.66104611,39.47607975,156.5986529
ASQ5132,4/7/2021 11:21,-76.99726752,39.47918956,160.4692152
ASQ5146,4/7/2021 11:21,-76.50314918,38.63005318,38.43405504
ASQ5209,4/7/2021 11:21,-76.31862341,38.56975893,40.60832429
ASQ5477,4/7/2021 11:21,-77.64309187,39.48489232,155.4356631
AWI3848,4/7/2021 11:21,-76.11764544,38.59098047,30.13806278
AWI3903,4/7/2021 11:21,-77.36008415,39.05852683,-13.26268382
AWI3982,4/7/2021 11:21,-77.43773165,38.8097871,-158.0996723
AWI4057,4/7/2021 11:21,-77.11985265,38.94259659,-20.26761626
AWI4121,4/7/2021 11:21,-77.13403202,38.93476965,-14.63197645
AWI876A,4/7/2021 11:21,-77.12651851,38.94019724,-14.60713866
DAL1437,4/7/2021 11:21,-77.86459124,39.45083312,-91.54219679
DAL1467,4/7/2021 11:21,-76.16667655,39.20322599,4.450874465
DAL1469,4/7/2021 11:21,-77.95842874,39.06215904,140.9356476
DAL151,4/7/2021 11:21,-77.12497408,38.94164653,-17.86783048
DAL1561,4/7/2021 11:21,-76.87742878,39.53350005,145.0569061
DAL1946,4/7/2021 11:21,-76.17476107,38.5312862,32.07482522
DAL2039,4/7/2021 11:21,-76.85749665,38.59945941,32.51658183
AAL1072,4/7/2021 11:21,-77.87177763,39.37635121,165.0511141
AAL1202,4/7/2021 11:21,-77.12791542,38.93945887,-12.65299158
AAL1227,4/7/2021 11:21,-77.09019302,38.55164797,19.10770095
AAL1435,4/7/2021 11:21,-76.92637452,38.58699593,37.36450131
AAL1678,4/7/2021 11:21,-77.00738999,39.46975569,162.6171284
AAL1710,4/7/2021 11:21,-77.25943291,38.98333,-89.91171759
AAL1936,4/7/2021 11:21,-77.37484427,38.85702974,-163.1584471
AAL1970,4/7/2021 11:21,-76.87062844,38.60155915,34.85006269
AAL1992,4/7/2021 11:21,-76.39866302,39.4552316,164.0591291
AAL2019,4/7/2021 11:21,-77.62945038,38.57433653,-151.9146298
AAL2056,4/7/2021 11:21,-76.43089562,39.43330585,165.9425724
AAL2066,4/7/2021 11:21,-76.16292573,38.54434454,31.63313458
AAL2072,4/7/2021 11:21,-76.83094361,38.62397429,32.81857778
AAL2129,4/7/2021 11:21,-76.1502938,38.76198916,-79.65480046
AAL2149,4/7/2021 11:21,-77.11856273,38.93813318,-21.61537454
AAL2248,4/7/2021 11:21,-76.80558196,39.19794352,-18.97755936
AAL2262,4/7/2021 11:21,-77.58447474,39.51274601,153.5371966
AAL2354,4/7/2021 11:21,-77.46147846,38.86029761,5.499284927
AAL324,4/7/2021 11:21,-77.12862462,38.94082014,-15.11100126
AAL327,4/7/2021 11:21,-77.98296637,39.06800922,141.8192632
AAY1622,4/7/2021 11:21,-76.81197092,38.63481594,28.85038392
AMX409,4/7/2021 11:21,-76.33032324,39.50018888,160.7262409
ASH6006,4/7/2021 11:21,-77.89175515,38.71338302,58.33513273
ASH6154,4/7/2021 11:21,-77.95420189,39.06826381,159.1608995
ASH6263,4/7/2021 11:21,-77.99502906,38.90708965,54.3284316
ASH6301,4/7/2021 11:21,-76.88340751,39.53131114,145.8840145
ASQ4103,4/7/2021 11:21,-76.26922427,38.68845343,20.39915473
ASQ4242,4/7/2021 11:21,-76.50384218,39.35329123,175.8146986
ASQ4255,4/7/2021 11:21,-76.54749232,38.87581274,23.96356301
ASQ4457,4/7/2021 11:21,-77.66378284,39.47478092,156.8086421
ASQ5132,4/7/2021 11:21,-76.99982719,39.47769102,160.5971324
ASQ5146,4/7/2021 11:21,-76.50083443,38.63179349,38.36942469
ASQ5209,4/7/2021 11:21,-76.31630639,38.57149887,40.55071069
ASQ5477,4/7/2021 11:21,-77.6458414,39.48360981,155.5633976
AWI3848,4/7/2021 11:21,-76.11576321,38.59301541,30.07610225
AWI3903,4/7/2021 11:21,-77.36219633,39.06040649,-13.15084507
AWI3982,4/7/2021 11:21,-77.43958313,38.80774121,-158.0183612
AWI4057,4/7/2021 11:21,-77.12199343,38.94445969,-20.16579315
AWI4121,4/7/2021 11:21,-77.13517142,38.93710617,-9.05102867
AWI876A,4/7/2021 11:21,-77.12822361,38.94231503,-14.52103179
DAL1437,4/7/2021 11:21,-77.86137864,39.45081846,-91.54330384
DAL1467,4/7/2021 11:21,-76.16452041,39.20507151,4.328469761
DAL1469,4/7/2021 11:21,-77.95537581,39.06138227,140.8327384
DAL151,4/7/2021 11:21,-77.12694676,38.94361872,-17.77139047
DAL1561,4/7/2021 11:21,-76.88028206,39.53236267,146.9645303
DAL1946,4/7/2021 11:21,-76.17286944,38.53331749,32.01798772
DAL2039,4/7/2021 11:21,-76.8554863,38.60141783,32.45302056
AAL1072,4/7/2021 11:21,-77.87463426,39.37521492,165.2031591
AAL1202,4/7/2021 11:21,-77.12943809,38.94165918,-12.57473278
AAL1227,4/7/2021 11:21,-77.0889698,38.55397113,19.06114325
AAL1435,4/7/2021 11:21,-76.92416618,38.58881977,37.303089
AAL1678,4/7/2021 11:21,-77.00987281,39.46818179,162.7445371
AAL1710,4/7/2021 11:21,-77.26264556,38.98333,-89.91171786
AAL1936,4/7/2021 11:21,-77.37647131,38.85487253,-163.0806072
AAL1970,4/7/2021 11:21,-76.86843904,38.60339652,36.3617901
AAL1992,4/7/2021 11:21,-76.40112874,39.45364142,164.1880016
AAL2019,4/7/2021 11:21,-77.6312027,38.57223136,-151.8553726
AAL2056,4/7/2021 11:21,-76.43335448,39.43170885,166.0738138
AAL2066,4/7/2021 11:21,-76.16103762,38.54637746,31.57528735
AAL2072,4/7/2021 11:21,-76.82888088,38.6258985,32.75268189
AAL2129,4/7/2021 11:21,-76.15348614,38.76227041,-79.65006755
AAL2149,4/7/2021 11:21,-77.12077131,38.9399479,-21.51257267
AAL2248,4/7/2021 11:21,-76.80868382,39.19859171,-18.81960026
AAL2262,4/7/2021 11:21,-77.58719815,39.51143126,153.658923
AAL2354,4/7/2021 11:21,-77.4613395,38.86279685,1.261199313
AAL324,4/7/2021 11:21,-77.13037554,38.94291518,-15.02298054
AAL327,4/7/2021 11:21,-77.97991448,39.06723006,141.7133307
AAY1622,4/7/2021 11:21,-76.81008402,38.63684699,28.7842797
AMX409,4/7/2021 11:21,-76.33277642,39.49858822,160.8486386
ASH6006,4/7/2021 11:21,-77.88878964,38.71434719,58.29598112
ASH6154,4/7/2021 11:21,-77.95154284,39.066864,159.030937
ASH6263,4/7/2021 11:21,-77.99197527,38.90786608,54.2733672
ASH6301,4/7/2021 11:21,-76.88628771,39.53021343,145.9934843
ASQ4103,4/7/2021 11:21,-76.26772284,38.69067034,20.33662719
ASQ4242,4/7/2021 11:21,-76.50564766,39.35123642,175.9173468
ASQ4255,4/7/2021 11:21,-76.5453411,38.87767031,23.86895766
ASQ4457,4/7/2021 11:21,-77.66650501,39.47346392,157.3342624
ASQ5132,4/7/2021 11:21,-77.00211004,39.47597337,164.7914072
ASQ5146,4/7/2021 11:21,-76.49851967,38.63353376,38.30467301
ASQ5209,4/7/2021 11:21,-76.31398938,38.57323876,40.49266616
ASQ5477,4/7/2021 11:21,-77.64859092,39.48232728,155.6914135
AWI3848,4/7/2021 11:21,-76.11388099,38.59505029,30.01369518
AWI3903,4/7/2021 11:21,-77.36430852,39.0622861,-13.0389762
AWI3982,4/7/2021 11:21,-77.4414346,38.80569526,-157.9374433
AWI4057,4/7/2021 11:21,-77.12413422,38.94632274,-20.06394283
AWI4121,4/7/2021 11:21,-77.13631082,38.93944261,-8.991135026
AWI876A,4/7/2021 11:21,-77.12992871,38.94443276,-14.43471074
DAL1437,4/7/2021 11:21,-77.85816605,39.45080381,-91.54243404
DAL1467,4/7/2021 11:21,-76.16236427,39.20691699,4.205980058
DAL1469,4/7/2021 11:21,-77.95232288,39.06060549,140.7301469
DAL151,4/7/2021 11:21,-77.12891944,38.94559086,-17.6746938
DAL1561,4/7/2021 11:21,-76.88310802,39.5311841,148.2484254
DAL1946,4/7/2021 11:21,-76.17097782,38.53534873,31.96070891
DAL2039,4/7/2021 11:21,-76.85347594,38.60337619,32.38952976
